identifier,title,creator,year,language,publisher,subjects,sets,types,rights
oai:www.e-rara.ch:2059954,Documenti della guerra santa d'Italia / Bologna nel maggio 1849,"Del Vecchio, Bonaiuto",1849,ita,Tipografia Elvetica,,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2060087,Documenti della guerra santa d'Italia / Intorno al glorioso fatto bolognese dell'8 agosto 1848,"Del Vecchio, Bonaiuto",1850,ita,Tipografia Elvetica,,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2060271,Documenti della guerra santa d'Italia / L' Assedio di Roma : racconto istorico,"Del Vecchio, Bonaiuto",1849,ita,Tipografia Elvetica,,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2060497,Documenti della guerra santa d'Italia / L' assedio ed il blocco d'Ancona (maggio e giugno 1849),"Del Vecchio, Bonaiuto",1850,ita,Tipografia Elvetica,,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2060696,Documenti della guerra santa d'Italia / Venezia l'11 agosto 1848 : memorie storiche,"Dall'Ongaro, Francesco",1850,ita,Tipografia Elvetica,,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2060828,Documenti della guerra santa d'Italia / Giornale delle cose di Roma nel 1849,"Hoffstetter, Gustav de",1851,ita,"['Tipografia Elvetica', 'Tip. Cassone']",,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2061331,Documenti della guerra santa d'Italia / Cenno storico sull'ultima rivoluzione toscana con note e documenti inediti,"La Cecilia, Giovanni",1851,ita,Tipografia Elvetica,,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2061544,"Documenti della guerra santa d'Italia / Fatti e documenti risguardanti la divisione civica e volontari, mobilizzata sotto gli ordini del general Ferrari, dalla partenza da Roma fino alla capitolazione di Vicenza","Montecchi, Mattia",1850,ita,Tipografia Elvetica,,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2061718,Documenti della guerra santa d'Italia / Il  portafogli del generale Gerolamo Ramorino,"Ramorino, Gerolamo",1849,ita,Tipografia Elvetica,"Ramorino, Gerolamogenerale1792-1849","['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2061901,"Documenti della guerra santa d'Italia / Daniele Manin, 1848-49","Rovani, Giuseppe",1850,ita,Tipografia elvetica,,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2062139,"Documenti della guerra santa d'Italia / Memorie istoriche dell'artiglieria Bandiera-Moro, assedio di Marghera e fatti del Ponte a Venezia, 1848-49","Vulten, Carlo",1850,ita,Tipografia Elvetica,,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2062333,Documenti della guerra santa d'Italia / Moti insurrezionali e comitato provvisorio di difesa a Como durante il marzo 1849,[s.n.],1849,ita,Tipografia Elvetica,,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2062437,Documenti della guerra santa d'Italia / Istoria documentata della rivoluzione siciliana e delle sue relazioni co' governi italiani e stranieri (1848-1849),"La Farina, Giuseppe",1851,ita,Tipografia Elvetica,,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2063197,Documenti della guerra santa d'Italia / La  Republica romana (del 1849),"Rusconi, Carlo","['1850', '1851']",ita,"['G. Cassone, Gianini e Fiore', 'Tipografia Elvetica']",,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2063891,Documenti della guerra santa d'Italia / Gli  avvenimenti militari d'Italia nel 1848 : con una succinta introduzione storica,[s.n.],1851,ita,"['Tipografia Elvetica', 'Tipografia Cassone']",,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2064243,Documenti della guerra santa d'Italia / Gli  avvenimenti militari in Italia dell'anno 1849,[s.n.],1850,ita,Tipografia Elvetica,,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2064568,Documenti della guerra santa d'Italia / La  campagna d'Italia del 1848 esposta e giudicata,"Willisen, Wilhelm von",1851,ita,"['G. Cassone', 'Tip. Elvetica']",,"['lg1', 'book', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2065365,Documenti della guerra santa d'Italia,[s.n.],"['1849', '1851']",ita,Tip. Elvetica,,"['lg1', 'journal', 'collections', 'collections', 'ticinensia', 'ch', 'ch19']","['Text', 'Series']",pdm
oai:www.e-rara.ch:2085575,A  monograph of the Trogonidae or family of the Trogons,"Gould, John",1838,eng,"['publ. by the author', 'Richard and John E. Taylor']",,"['nev_r', 'book', 'collections', 'oiseaux', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2234658,Souvenirs d'un alpiniste,"Javelle, Emile",1886,fre,Imer,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2242490,Essai sur les glaciers et sur le terrain erratique du bassin du Rhône,"Charpentier, Jean de",1841,fre,Imprimerie et Librairie de Marc Ducloux,"['Gletscher', 'Moräne']","['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'privlib', 'pboheer']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2244952,Bex et ses environs guide et souvenir,"Rambert, Eugène",1871,fre,chez Gorges Bridel,,"['zut', 'book', 'collections', 'wihibe', 'collections', 'profethz', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2416422,Die Uetlibergbahn mit Steigungen bis auf 70 per Mille und Bergbahn-Locomotiven mit einfacher Adhäsion,"Tobler, Jakob",1876,ger,Orell Füssli,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2419646,Cinquante vues pittoresques de la Suisse : contenant les points les plus intéressants et les plus originaux,"Weber, Lukas",1841,fre,H.F. Leuthold,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2420532,Berg- und Gletscher-Fahrten in den Hochalpen der Schweiz,"Studer, Gottlieb","['1859', '1863']",ger,Schulthess,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2467962,Denkschrift zur Feier des hundertjährigen Jubiläums der naturforschenden Gesellschaft in Zürich,[s.n.],1846,ger,Meyer und Zeller,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2701859,"Taschenbuch für Mathematik, Physik, Geodäsie und Astronomie","Wolf, Rudolf",1895,ger,Friedrich Schulthess,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2742293,"Allgemeine Bau-Constructions-Lehre, mit besonderer Beziehung auf das Hochbauwesen : ein Leitfaden zu Vorlesungen und zum Selbstunterrichte / ""Klein, aber Mein""","Schindler-Escher, Caspar","['1886', '1887']",ger,Commissionsverlag Meyer & Zeller,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2762753,Die  Gypsabgüsse der archäologischen Sammlung im Gebäude des Polytechnikums in Zürich,"Kinkel, Gottfried",1871,ger,Schabelitz'sche Buchhandlung,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2764695,Die  Physik auf Grundlage der Erfahrung,"Mousson, Albert","['1871', '1875']",ger,Schulthess,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19', 'collections', 'profethz']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2813828,"Bauconstructionslehre : Autographie der Vorlesung ""Construction civile"" an der Eidgen.Polytechnischen Schule Zürich : Teil 1","Recordon, Benjamin",1898,ger,[s.n.],"['BACKSTEINMAUERWERK + ZIEGELSTEINMAUERWERK (BAUTEILE)', 'BETONKONSTRUKTIONEN (BAUKONSTRUKTIONSTEILE)', 'LEHRBÜCHER (DOKUMENTENTYP)', 'MAUERWERKSKONSTRUKTIONEN (BAUKONSTRUKTIONSTEILE)', 'MAURERARBEITEN + STEINMETZARBEITEN (BAUHANDWERK)']","['zut', 'book', 'collections', 'wihibe', 'collections', 'profethz', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2826254,Album des schweizerischen Architekten-Vereins : eine Sammlung ausgeführter Gebäude ... : Heft I,"Keller, J.",185u,ger,Eigenverlag J. Keller,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2873659,A la mémoire du baron Nicolas-François de Bachmann An-der-Letz,"Fischer, Emanuel Friedrich von",1831,fre,"de l'imprimerie d'Orell, Fussli et compagnie","['BIOGRAPHIEN (LEBEN UND WERK)', 'GENERÄLE + GENERALSTAB', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT', 'Bachmann, Niklaus Franz von1740-1831']","['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2873760,Mémoires de Jean Debrunner... ou aventures de la compagnie suisse pendant le siège de Venise par les autrichiens,"Debrunner, Johannes",1850,fre,"chez Ch. Beyel, Libraire-Editeur",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2874264,Bundes-Vertrag zwischen den XXII Cantonen der Schweiz : [vom 7ten August 1815],[s.n.],1815,ger,[Verlag nicht ermittelbar],"['BUNDESGESETZE (STAATSRECHT)', 'BUNDESRECHT + KANTONALES RECHT + LANDESRECHT', 'FÖDERALISMUS + BUNDESSTAATEN + AUTONOME REPUBLIKEN (STAATSRECHT)', 'INTERNATIONALE VERTRÄGE + STAATSVERTRÄGE (INTERNATIONALES RECHT)', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT', '""1815""']","['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2880683,"Anleitung auf die nützlichste und genussvollste Art die Schweitz zu bereisen : mit drey geätzten Blättern, welche die ganze Alpenkette von dem Säntis im Kanton Appenzell an, bis hinter den Montblanc darstellen : nebst einem Titelkupfer, einer Schweizerkarte, einer Profilkarte und einer Abbildung der besten Art Fusseisen, auf Gletschern zu gehn","Ebel, Johann Gottfried","['1804', '1805']",ger,"bey Orell, Füssli und Compagnie",,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2886960,Ansichten des Eidgenössichen Ehr- und Freischiessen gehalten in Zürich im Juli 1834,"Werner, Johannes",1834,ger,[Verlag nicht ermitttelbar],,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2923357,Kleine Gemählde Reminiszenzen und abgebrochne Gedanken von einem Dilettanten,"Hess, David",1802,ger,bey Orell Füssli,"['DEUTSCHSPRACHIGE SCHWEIZER LITERATUR', 'NOTIZEN + ENTWUERFE + FRAGMENTE (LITERATUR)', 'TAGEBUECHER + MEMOIREN + ERINNERUNGEN (LITERATUR)', '""1802""', 'Hess, David1770-1843']","['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2929076,Histoire de la prise de Berne et de l'annexion de la Suisse à l'Allemagne,"Bury, Samuel",1872,fre,"F. Richard, Libraire-Editeur","['FRANZÖSISCHE REVOLUTIONSKRIEGE (1792-1802)', 'GESCHICHTE', 'KANTON BERN (SCHWEIZ)', 'SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT']","['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2944049,Mémorial pour les travaux de guerre,"Dufour, Guillaume Henri",1820,fre,J.J. Paschoud,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2945439,Dizionario storico-ragionato degli uomini illustri del Canton Ticino,"Oldelli, Gian Alfonso",1807,ita,presso Francesco Veladini e Comp.,,"['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2950057,Die  Schweiz in ihren Ritterburgen und Bergschlössern,"Hottinger, Johann Jakob","['1828', '1839']",ger,Johann Felix Jacob Dalp,"['Aquatinta', 'Burg']","['zut', 'book', 'collections', 'wihibe', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2989873,Kalender für Kinder auf das Jahr ...,"Bär, Johann Jakob","['1834', '1841']",ger,Schulthess,"['Almanacs', ""Children's periodicals, Swiss""]","['sikjm', 'journal', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Periodical', 'Kinderbuch']",pdm
oai:www.e-rara.ch:2990818,Die  Emigranten : eine Erzählung aus den Zeiten der französischen Revolution : geschrieben für die Jugend und Jugendfreunde,[s.n.],1837,ger,Druck und Verlag von Felix Schneider,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2990905,Bilderbuch zu den Geschichten des neuen Testaments : mit kurzen Erklärungen,"Chodowiecki, Daniel",1817,ger,bey Ziegler und Söhnen,"Chodowiecki, Daniel1726-1801","['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2991251,Der  schweizerische Jugendfreund,"Büren, Klaus von",1824,ger,"bei Abraham Keller, Buchdrucker",,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2991631,[Fünfzig] 50 Fabeln u. Bilder aus der Jugendwelt,"Corrodi, Wilhelm",1840,ger,Friedrich Schulthess,"Meyer, Johann H1802-1877","['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2992136,"3 [Drei] Schweizer - Gaben : ein Geschenk für gute Knaben und Mädchen, welche sich der Liebe ihrer Eltern, Lehrer und Bekannten zu erfreuen haben ; mit 6 lithographirten Kupfern",[s.n.],1832,ger,Verlag von J. M. Anich,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2992273,Zwanzig [20] Gedichte : eine Weihnachtgabe,"Dössekel, Eduard",1848,ger,Druck und Verlag von H.R. Sauerländer,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2992502,"Drei schöne Erzählungen, als Warnung vor bösen Eigenschaften : nebst einem Anhang Denk- und Sittensprüche für Mädchen von 10 bis 14 Jahren : mit sieben schönen Kupfern",[s.n.],1837,ger,Druck und Verlag von J.J. Christen,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2992723,Fünfzig Sylbenräthsel aus der Schweizer-Geographie : der vaterländischen Jugend zugeeignet,"Corrodi, Wilhelm",1839,ger,Steinerische Buchhandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2992795,Gallerie der merkwürdigsten Säugethiere : ein lehrreiches und unterhaltendes Bilderbuch für die Jugend,[s.n.],1804,ger,bei Ziegler und Söhnen in Commission,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2992984,Frohmuth's Unterhaltungen für gute Kinder in ihren Freystunden,"Ehrenzeller, Peter",1820,ger,bey Huber u. Compagnie,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2993205,"Geschichte der berühmten Kinder, oder Beispiele und Züge von Tugenden, wie sie durch Kinder geübt worden : ein lehrreiches Unterhaltungsbuch für die Jugend","Schneider, Johann Gottlob",1846,ger,Druck und Verlag von J.A. Weingart,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2993569,"Neues Unterrichtsbuch in Frag und Antwort : für die Jugend, und den gemeinen Mann, besonders in der Schweiz : über die wichtigsten Dinge in möglichster Kürze","Frey, Johann Jakob",1802,ger,gedrukt in der Diethischen Buchdruckerey,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2993836,Länder und Völker Europas : in charakteristischen Darstellungen : zur bildenden Lektüre für die reifere Jugend und Freunde der Länder- und Völkerkunde,"Fels, J. G.",1853,ger,Verlag der Grubenmann'schen Buchhandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2994413,"Blumengeschichten für denkende Mädchen von 10-12 Jahren : Von der Verfasserin der ""Mädchenträume"" etc","Gsell-Fels, Luise",1863,ger,Verlag von Scheitlin und Zollikofer,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2995071,Schweizerischer Jugend-Almanach : ein Album schweizerischer Jugendschriftsteller,"Gutmann, Carl",1853,ger,Carl Gutknecht,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2995393,Jugendtheater,"Höhn, J.H.",1846,ger,Druck und Verlag von H. Ed. Tschudi,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2995520,Otto und Auguste oder der Segen einer weisen und frommen Erziehung : ein Büchlein zur Belehrung und Unterhaltung für Kinder von sechs bis zehn Jahren,"Huber, Amalie",1839,ger,Verlag der Grubenmann'schen Buchhandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2995629,Lehrreiche Erzählungen zur Sittenlehre : 2. Schulbuch für die katholischen Schulen des Kantons St.Gallen,"Jais, Aegidius",1841,ger,Verlag Erziehungsrath kath. Konfession,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2995791,Jugendgarten : ein Monatblättchen für die liebe Jugend,"Scheler, Siegmund","['1823', '9999']",ger,Druck und Verlag der N. Kappler'schen Buchhandlung,,"['sikjm', 'journal', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Periodical']",pdm
oai:www.e-rara.ch:2996253,Der  Jugendfreund,[s.n.],"['1829', '1830']",ger,gedruckt bey Felix Schneider,,"['sikjm', 'journal', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Periodical']",pdm
oai:www.e-rara.ch:2996650,Kleine Jugend-Gabe mit Bildern,"Spalinger, Johannes","['1849', '1855']",ger,Verlag von J. F. Schalch ; [Stiche v. Johannes Spalinger],,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2996859,Die  Kinderzeitung : eine unterhaltende und belehrende Monatsschrift,"Gutmann, Karl","['1841', '9999']",ger,Kinderzeitung,,"['sikjm', 'journal', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Periodical']",pdm
oai:www.e-rara.ch:2997917,Der  kleine Kinderfreund : mit 76 Bildern in Tondruck,[s.n.],1860,ger,bei H. Müller-Schmid,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2998601,Kleine Erzählungen der Grossmutter an ihre fleissigen und folgsamen Enkel : mit 32 Bildern,[s.n.],1845,ger,Verl. der lith. Anst. H. Müller-Schmid,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2998777,"Begebenheiten eines französischen Schiffsjungen auf einer unbewohnten Insel, oder, der zwölfjährige Robinson","Mallès de Beaulieu, Jeanne Sylvie",1824,ger,Trachslersche Buch- und Kunsthandlung,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:2999759,Schweizergabe zur Unterhaltung und Belehrung der Jugend : Hrsg. zum Besten der Missionsgesellschaft in Basel,"Linder, Johannes",1852,ger,in Commission bei C. Detloff,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:3000116,Introduction à la géographie : par un instituteur,"Monastier, Antoine",1817,fre,de l'Imprimerie d'Highou Aîné,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:3000237,"Kleine Reisen in der Schweiz, für die Jugend beschrieben : mit Kupfern / Reise durch das Berner Oberland nach Unterwalden : für die Jugend beschrieben ; mit Kupfern","Meisner, Friedrich",1821,ger,J.J. Burgdorfer,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:3000507,"Kleine Reisen in der Schweiz, für die Jugend beschrieben : mit Kupfern / Reise von Bern über die Gemmi und den Simplon, nach den Borromäischen Inseln : für die Jugend beschrieben","Meisner, Friedrich",1825,ger,J.J. Burgdorfer,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
oai:www.e-rara.ch:3000801,Bilder der Vorzeit und Gegenwart : Ein Festgeschenk für die reifere Jugend,"Pfyffer zu Neueck, Joseph J.",1837,ger,Druck und Verlag von J.J. Christen,,"['sikjm', 'book', 'collections', 'sikjmc', 'ch', 'ch19']","['Text', 'Book']",pdm
